,client_id,visit_id,process_step,date_time
64569,4293448,600163783_70594299618_34811,start,2017-04-27 17:55:23
34870,1192815,643108841_7919694794_835275,confirm,2017-04-27 18:01:33
80009,7530155,578962363_84208666647_299630,start,2017-04-27 18:04:50
96270,3030605,79947151_70898643427_95733,step_1,2017-04-27 18:14:45
57686,629394,838006166_54356232655_183422,confirm,2017-04-27 18:23:11
741,5119497,628455620_53906557415_414309,step_1,2017-04-27 18:24:30
111792,4291714,478281944_50638702354_730117,start,2017-04-27 18:27:08
55368,4581609,791744974_56021545928_272172,start,2017-04-27 18:42:25
24446,6596167,565114802_80826696156_782470,step_3,2017-04-27 19:04:33
30838,7542655,838746751_55602805361_254289,step_1,2017-04-27 19:06:03
55366,4581609,703447023_89013328714_962181,start,2017-04-27 19:09:18
44113,1001161,760024788_4127105248_802660,confirm,2017-04-27 19:33:20
17802,8350976,584982245_94655865731_689564,start,2017-04-27 19:44:09
111811,9010408,440939927_67019734152_246543,step_3,2017-04-27 19:44:55
123553,5090382,366135500_68023479380_922316,confirm,2017-04-27 19:46:16
129807,3270754,261255075_82389355215_719803,confirm,2017-04-27 19:48:05
107756,1922864,869427876_40695143536_809420,confirm,2017-04-27 20:20:17
52080,5191587,727333715_95868836812_69904,start,2017-04-27 20:41:16
27216,5102939,460131343_46498600801_32090,start,2017-04-27 20:46:11
7374,5477996,304885323_78173682511_246386,start,2017-04-27 20:54:54
100513,1601079,353857472_45406448994_497408,confirm,2017-04-27 20:55:47
6286,3909705,923844408_83587257453_421102,step_1,2017-04-27 20:59:59
3187,8498591,557765647_41003667793_217720,step_1,2017-04-27 21:00:21
103254,3514119,638233176_4481713987_220940,start,2017-04-27 21:11:31
66061,8433974,244361623_19828741612_485284,start,2017-04-27 21:22:29
108853,4840203,507046025_82107182856_266225,confirm,2017-04-27 21:30:57
81718,1739648,320282903_62334954139_148333,confirm,2017-04-27 21:45:47
100390,2053769,136223377_66082408764_687449,confirm,2017-04-27 21:51:20
60020,884588,982362934_86591991970_326453,confirm,2017-04-27 21:57:26
72499,4126756,984130683_66430422258_594273,step_1,2017-04-27 22:05:02
123203,7326955,423239329_55964774533_141371,start,2017-04-27 22:10:15
121845,7366686,866213219_43247263244_594249,step_1,2017-04-27 22:15:45
139184,5847452,320028193_24127426795_521613,start,2017-04-27 22:28:43
5091,3965494,66367601_63468032677_787018,confirm,2017-04-27 22:35:22
64512,7856644,927998868_25018080353_617444,step_3,2017-04-27 22:38:59
100004,6185856,441507436_56282051061_514958,start,2017-04-27 22:48:01
64508,7856644,64331075_70953237256_936719,start,2017-04-27 22:48:35
39384,6427526,829013070_16292405450_776804,start,2017-04-27 22:49:42
65652,4850878,597505992_68251993236_478995,confirm,2017-04-27 22:52:42
129413,7491018,613254005_41981261057_592945,start,2017-04-27 23:01:00
104941,8192981,912064157_80765288948_915983,step_2,2017-04-27 23:01:34
139741,6092556,448079580_65836499732_253768,start,2017-04-27 23:04:28
27826,4567019,347918514_29346929422_534156,start,2017-04-27 23:24:27
130342,2179845,640396057_64627616814_566590,confirm,2017-04-27 23:45:07
100852,8895190,519203166_44411474410_666466,start,2017-04-27 23:48:35
48498,5146873,25701617_95867954316_187176,step_2,2017-04-28 00:18:09
132274,3376210,541187344_1197013019_456711,start,2017-04-28 00:23:54
44012,2291205,462283237_28582336983_635153,start,2017-04-28 00:28:09
27966,9152198,818847309_28687083908_444120,confirm,2017-04-28 00:29:13
67466,9631936,535269330_22818854490_905225,step_3,2017-04-28 00:36:57
66359,7706822,710888600_57117274197_130434,step_2,2017-04-28 00:41:06
42344,2938439,200653718_26537484093_870287,start,2017-04-28 01:24:26
121326,3789835,601422174_5218076476_422145,confirm,2017-04-28 01:57:28
105363,215880,66040523_70240449651_151789,start,2017-04-28 03:06:50
39549,2445043,251512159_7734465254_633863,confirm,2017-04-28 03:31:51
44162,3480162,675039192_67785618946_713080,start,2017-04-28 03:49:00
89481,9660158,724071768_4911248124_463541,confirm,2017-04-28 04:16:52
106633,2467952,747268684_93257276387_683748,start,2017-04-28 04:45:37
59685,1274569,422390245_38313886870_9275,start,2017-04-28 05:42:58
90170,7159204,622558824_72690449397_130131,start,2017-04-28 06:29:12
124528,6928516,302354560_10602444105_10974,confirm,2017-04-28 06:46:07
140911,338896,741278631_82569130005_14552,start,2017-04-28 06:46:56
122489,7249429,834873252_74276118298_886282,start,2017-04-28 07:04:53
38525,94510,624814900_38176598924_488296,step_3,2017-04-28 07:12:51
15798,7324480,789916643_73011998910_982586,start,2017-04-28 07:25:39
6186,3902353,671620293_20515496490_610343,step_3,2017-04-28 07:33:48
80668,8519720,58698978_8877456381_284181,start,2017-04-28 07:35:48
49588,7284084,917209158_56647673364_81177,confirm,2017-04-28 07:36:13
88491,4516383,52024217_26142918667_942829,start,2017-04-28 07:43:16
114246,6518665,110905291_98898758889_752043,start,2017-04-28 07:53:54
109097,6577234,255932492_7402302984_911032,step_1,2017-04-28 07:58:06
91119,8094167,659635739_30292029476_589150,start,2017-04-28 08:00:04
132999,3786999,466319987_10293739118_840526,confirm,2017-04-28 08:03:26
56437,5851947,192124130_71838688118_925907,step_2,2017-04-28 08:05:36
66871,3672119,619004467_90274478922_224584,start,2017-04-28 08:12:25
138511,6526012,239253981_82913605008_411469,confirm,2017-04-28 08:14:12
55070,4508245,620681604_51311248130_620074,confirm,2017-04-28 08:14:56
24387,3346003,587950992_40051432380_467809,start,2017-04-28 08:15:10
79428,6291263,429307357_5419219842_858928,confirm,2017-04-28 08:19:01
73776,2268955,218260604_1937202007_728566,start,2017-04-28 08:20:21
80320,6573015,221008453_4759684129_17992,start,2017-04-28 08:22:57
5320,7294595,35484370_50978457447_625627,confirm,2017-04-28 08:27:19
18287,422480,381517013_97358584708_830212,start,2017-04-28 08:27:49
140009,7405035,798574460_25675052749_651577,start,2017-04-28 08:45:55
44122,179076,380011521_25496657940_948404,confirm,2017-04-28 08:49:42
89658,4060801,53112747_26096476652_149564,start,2017-04-28 08:57:15
80666,8519720,882482512_66463667064_507562,start,2017-04-28 09:00:51
50773,2308847,648401167_48655816005_45302,start,2017-04-28 09:03:02
23770,3562505,771238324_5536091094_82263,confirm,2017-04-28 09:12:04
23063,7633079,943663253_68376397329_491707,confirm,2017-04-28 09:12:10
90936,9873194,11049489_90808735976_373672,confirm,2017-04-28 09:14:48
138601,4262414,762514957_91855644894_624571,start,2017-04-28 09:15:03
6181,3271713,259663147_64911304472_995899,start,2017-04-28 09:18:27
82496,6068799,628495194_30278345517_493633,start,2017-04-28 09:20:47
122854,7989164,25223182_69362429453_354744,start,2017-04-28 09:25:14
112437,7377510,418572411_76262767605_62310,step_3,2017-04-28 09:26:10
8877,6971584,997238579_73111761028_448277,start,2017-04-28 09:27:51
73933,8001103,764911450_90472385468_222173,step_2,2017-04-28 09:33:22
75758,8476755,14593204_74837451323_416923,start,2017-04-28 09:37:37
38789,6413736,784596879_79851642772_300086,step_3,2017-04-28 09:41:55
82196,5581176,400794360_61408134925_601685,start,2017-04-28 09:42:31
67184,6159612,707079075_57420784959_951179,step_1,2017-04-28 09:42:43
60420,1997445,404961500_43706409981_294163,start,2017-04-28 09:43:29
122331,1028493,358404980_49156697533_688080,step_3,2017-04-28 09:45:55
91134,1208860,489099420_98546300833_566581,start,2017-04-28 09:46:08
91536,7847850,884170827_46488135506_938272,start,2017-04-28 09:46:56
131864,4399935,376027763_17255720613_214352,start,2017-04-28 09:48:33
137431,5306530,158603717_79726027300_222339,start,2017-04-28 09:49:06
112089,6372568,890573807_96936839798_466806,start,2017-04-28 09:49:36
98681,3809150,913197897_60132849055_899533,confirm,2017-04-28 09:52:00
135563,9910551,461295965_69227481750_720782,confirm,2017-04-28 09:53:33
84703,4570615,558635562_46542130930_102813,step_3,2017-04-28 09:54:30
58687,1208837,939214814_14051297811_541574,step_3,2017-04-28 09:55:31
50745,1773965,898932674_93398614562_793967,step_2,2017-04-28 09:56:33
41347,4862163,439647105_78127217389_511246,step_3,2017-04-28 10:02:28
39474,7678301,762162083_87261085448_477285,step_1,2017-04-28 10:03:21
33163,2290927,546047977_17521050878_237887,step_1,2017-04-28 10:06:16
41896,5969328,702356343_95976970359_359073,confirm,2017-04-28 10:10:23
57996,3432773,410114993_26510757486_791485,start,2017-04-28 10:11:25
121075,6909039,500543006_61954145782_802998,confirm,2017-04-28 10:11:28
89599,469978,740432142_3458110959_406646,step_1,2017-04-28 10:14:20
18580,2429252,85421174_55144258533_180750,confirm,2017-04-28 10:16:35
123683,139079,306640272_32438816559_530368,confirm,2017-04-28 10:27:48
129314,4422650,301450591_8933908156_539438,start,2017-04-28 10:28:49
48492,5146873,325727795_53497458623_641812,start,2017-04-28 10:29:32
5482,6725918,414663149_58207189908_324343,confirm,2017-04-28 10:30:50
48940,9519918,481648414_53171013129_612962,confirm,2017-04-28 10:36:50
130486,3781653,868789309_4259857718_508059,start,2017-04-28 10:48:36
104601,6470497,72164523_90387813278_122544,start,2017-04-28 10:59:13
42429,1929189,780698366_88792835374_907844,start,2017-04-28 11:01:37
115161,8898175,98369855_70307776697_719762,start,2017-04-28 11:03:12
51883,3072474,177181593_36979999695_159182,confirm,2017-04-28 11:03:59
91556,6845739,954008099_43963012271_663935,confirm,2017-04-28 11:04:52
120105,9328539,527952892_3314653651_163655,start,2017-04-28 11:10:49
130691,6965231,589041211_48956274698_236652,confirm,2017-04-28 11:13:09
56155,9922705,426512817_4086814559_871761,start,2017-04-28 11:13:58
19302,5269746,482757875_64506859598_109110,confirm,2017-04-28 11:15:38
40302,8356631,364044980_65251080167_813042,start,2017-04-28 11:17:09
139458,4318855,284677252_33952597395_851236,start,2017-04-28 11:20:36
75036,1254213,58283324_52514750795_18442,confirm,2017-04-28 11:21:45
65890,6153026,899077466_53838411994_635048,start,2017-04-28 11:22:58
2830,3188445,154608572_44529772376_216214,start,2017-04-28 11:24:21
51582,1898889,702528654_99311816381_305661,step_1,2017-04-28 11:31:36
17941,8940713,910675703_22333182041_272184,confirm,2017-04-28 11:36:43
7482,8850142,926601511_2148769553_389270,confirm,2017-04-28 11:40:17
67084,7702990,331044265_95834165504_400095,confirm,2017-04-28 11:41:32
48722,2005018,535200827_6576910224_889085,start,2017-04-28 11:42:53
27770,7778106,76386540_71011552258_217636,step_1,2017-04-28 11:43:14
6502,9165808,119635871_3439058809_598164,step_1,2017-04-28 11:45:05
133069,9932773,409550053_2022211547_280723,step_2,2017-04-28 11:50:27
603,7523181,791871816_94123567003_828662,step_2,2017-04-28 11:52:40
114652,6429390,203857305_44197067888_845396,start,2017-04-28 11:55:12
25216,9368637,881853832_83676400853_547923,step_3,2017-04-28 11:57:35
32179,8180806,787661094_82051496688_219885,start,2017-04-28 12:03:28
34610,9040655,299484533_42444765509_582006,step_3,2017-04-28 12:05:29
19489,8506529,972873215_27706330246_888682,start,2017-04-28 12:11:42
96666,9023510,300585435_73509538294_918827,start,2017-04-28 12:13:58
112489,496873,608231892_70690478481_447164,start,2017-04-28 12:17:52
43025,8148299,109254991_66090324429_451565,confirm,2017-04-28 12:19:24
27138,1197953,240217146_24415014046_641995,step_1,2017-04-28 12:22:35
106,9358626,223297395_36250329195_832161,confirm,2017-04-28 12:29:45
75392,1683664,20020783_72731285523_403370,confirm,2017-04-28 12:30:36
124318,8304087,145116281_98792129469_25906,confirm,2017-04-28 12:31:54
19491,8506529,139237203_29331532817_55348,start,2017-04-28 12:33:32
35539,1073670,946760795_43821628548_162639,confirm,2017-04-28 12:36:19
8762,2355748,245515214_16700742592_801645,confirm,2017-04-28 12:44:28
67629,9659535,324769400_65384204974_713451,confirm,2017-04-28 12:45:02
39388,6427526,223981551_55188875026_626565,confirm,2017-04-28 12:46:25
80731,4302393,268740111_14675943313_696002,confirm,2017-04-28 12:46:48
112012,9074228,167116401_94938160636_907657,step_1,2017-04-28 12:48:36
84552,6108945,925310445_50845500818_772497,start,2017-04-28 12:52:15
16464,1969889,525896861_61954867111_322084,start,2017-04-28 12:52:27
31478,5728657,780248141_56045097033_381778,step_1,2017-04-28 12:53:12
88842,1484672,694460807_82850025484_990813,step_1,2017-04-28 12:53:38
84799,8438553,494002008_17529165476_974273,start,2017-04-28 12:55:46
92070,3799645,924497269_72664192661_120143,start,2017-04-28 13:00:34
75128,2061195,911009570_44729272033_557199,step_2,2017-04-28 13:06:47
99101,6233008,360226158_54904116091_701160,confirm,2017-04-28 13:24:32
59377,2319125,719761050_88244801241_7700,step_1,2017-04-28 13:45:20
97831,5571051,973984441_19900376297_450699,start,2017-04-28 13:53:28
24575,1589206,209396359_36442816079_354981,confirm,2017-04-28 13:55:16
34919,960388,475170311_83530894380_831996,confirm,2017-04-28 14:07:53
81251,6559072,44813999_53517532305_623043,step_2,2017-04-28 14:08:22
5660,8273085,265575556_62289664199_470370,start,2017-04-28 14:17:07
64444,5954787,622559969_67343353772_307579,start,2017-04-28 14:23:57
22956,1661613,729829096_12930001535_526838,confirm,2017-04-28 14:25:34
132273,3376210,50155675_72387506289_802805,start,2017-04-28 14:31:43
55844,8912399,677524831_14305694081_985272,start,2017-04-28 14:36:14
30636,6654998,23602975_40177198586_298614,confirm,2017-04-28 14:41:36
79119,694842,57441527_4478213950_831976,start,2017-04-28 14:41:37
140584,8381696,761079317_55390471707_887639,step_2,2017-04-28 14:45:36
23315,5352734,45096549_55282368091_152988,confirm,2017-04-28 14:56:02
99591,7399041,296176597_15507184844_413857,start,2017-04-28 14:57:50
92243,883350,849150933_37042384859_320636,start,2017-04-28 15:41:29
104062,5316892,702312819_26804986198_353003,confirm,2017-04-28 15:43:53
67610,793397,703065035_41675596611_477571,start,2017-04-28 15:48:18
119816,3724649,772751441_87055836668_149077,confirm,2017-04-28 15:50:04
87879,7654385,3076615_83774911735_582749,start,2017-04-28 16:03:12
22934,7052917,765827126_69428736652_976326,step_1,2017-04-28 16:06:00
68219,2740227,435776212_36685226182_244242,confirm,2017-04-28 16:06:06
121798,3331643,223748729_62433675292_175235,confirm,2017-04-28 16:19:43
63282,8731340,390771678_68197495164_410992,confirm,2017-04-28 16:20:53
24297,9485851,104376122_49318033660_691105,step_2,2017-04-28 16:27:24
8942,3205096,902033559_42629470467_399354,confirm,2017-04-28 16:28:25
88526,7642333,917538605_31875932370_405427,step_2,2017-04-28 17:06:13
122496,7229160,247941477_72016336400_977560,confirm,2017-04-28 17:11:10
140033,274798,352829091_48492601498_655096,confirm,2017-04-28 17:15:38
63324,2071744,935198645_87908448733_926876,step_3,2017-04-28 17:19:08
14195,4957930,469234478_41835956534_968853,start,2017-04-28 17:19:32
72367,5557680,711778516_48161881693_260255,confirm,2017-04-28 17:21:18
88556,7203485,646297604_67466490423_6500,start,2017-04-28 17:23:58
40182,4834062,583651289_35137598884_719749,start,2017-04-28 17:26:24
105431,7325864,535928107_5183962800_919542,confirm,2017-04-28 17:27:12
64216,4610520,166550046_21955197904_690650,step_2,2017-04-28 17:52:33
113172,3460741,401116288_58557677620_257346,confirm,2017-04-28 17:53:57
31481,800827,578846772_44042032138_963096,confirm,2017-04-28 17:54:19
112472,274453,730510447_38705399302_941061,confirm,2017-04-28 18:32:22
108620,2771409,19731858_36217026433_923958,confirm,2017-04-28 18:42:54
7590,2509051,549862304_68129033843_94245,step_1,2017-04-28 19:10:14
129080,7564941,129222031_3473635916_916770,start,2017-04-28 19:25:22
7413,2382409,949724622_57828891880_72944,step_3,2017-04-28 19:41:35
129078,7564941,115659827_66289833895_163676,start,2017-04-28 19:43:38
55281,1699043,94091459_74620558058_863449,confirm,2017-04-28 19:47:30
23093,7622966,884227612_78463546542_417712,step_2,2017-04-28 20:01:25
56157,9922705,306255222_94564344401_412414,confirm,2017-04-28 20:09:14
2996,2620242,248347737_5845282581_137593,start,2017-04-28 20:28:18
108813,7207475,261468934_76190815160_133275,confirm,2017-04-28 20:56:26
1795,5033489,189139078_66740520861_787653,confirm,2017-04-28 21:14:03
81525,6101638,135802434_62713631642_932028,confirm,2017-04-28 21:22:25
90084,9948277,549935611_32791567559_11942,step_2,2017-04-28 21:41:53
130985,6582144,921926262_65972943100_839468,step_3,2017-04-28 22:00:57
75114,7062352,177018081_73058611890_905847,confirm,2017-04-28 22:08:35
75111,7062352,379584043_9602409450_290656,step_1,2017-04-28 22:16:27
92537,8470441,630477236_28984145031_128387,confirm,2017-04-28 22:19:21
48496,5146873,627141677_34098385746_111785,start,2017-04-28 22:21:15
1871,1546314,843391941_64188841369_551539,step_2,2017-04-28 22:41:08
112694,4732570,409569027_55334645824_881745,start,2017-04-28 23:08:23
72503,6042415,492394745_67722179735_434395,start,2017-04-28 23:11:10
100396,2053769,84283589_35126022687_917282,start,2017-04-28 23:36:33
30394,7949020,808059464_8874956103_82536,step_1,2017-04-28 23:37:32
92059,9108723,396158770_71055705137_349121,start,2017-04-28 23:46:29
63884,9799347,713411566_10272066225_958657,step_1,2017-04-29 00:03:59
135991,2332122,83135794_84145151599_198929,confirm,2017-04-29 00:28:26
31571,3721028,321087745_95443687089_639172,confirm,2017-04-29 00:49:00
928,1314809,781005548_66255356230_674283,confirm,2017-04-29 01:30:34
123099,7329985,474737938_35568010568_414141,confirm,2017-04-29 01:36:15
24773,4004030,77603851_68919074934_126604,confirm,2017-04-29 01:50:02
97230,342517,572141196_37261373812_9811,confirm,2017-04-29 01:54:45
90136,1678744,813538980_19250816435_237742,confirm,2017-04-29 03:01:27
42188,387835,658742876_12509931197_327263,step_3,2017-04-29 03:21:05
58708,3024246,288354409_58544876233_614931,confirm,2017-04-29 04:09:34
27238,7097814,221421600_88015104608_975118,confirm,2017-04-29 07:13:52
35704,6582979,234298353_34028910412_385453,step_1,2017-04-29 07:21:43
2067,8462755,286932946_40252765836_34039,step_1,2017-04-29 07:43:21
88393,3795248,321843621_58536513115_346127,confirm,2017-04-29 07:48:01
90813,5282553,772823958_46320611398_235866,start,2017-04-29 08:35:35
87517,5323656,983818276_74915435785_69279,confirm,2017-04-29 08:40:19
99734,8213887,399357739_77747115585_373639,step_3,2017-04-29 08:46:29
15170,3732958,473458427_56785436742_953031,start,2017-04-29 08:47:40
113403,3572257,29441582_54039462610_19306,confirm,2017-04-29 08:55:52
43526,8286068,333007532_3634800349_916942,step_3,2017-04-29 08:57:18
2646,2563749,538528872_3800793864_490062,confirm,2017-04-29 15:10:49
98242,4039539,226382758_87481868854_394229,start,2017-04-29 16:43:42
115887,1597306,364600176_73107711676_256667,confirm,2017-04-29 18:10:27
59755,4645328,298523694_20130959117_714126,confirm,2017-04-29 20:49:23
48032,4035739,552760349_84565583702_63732,step_2,2017-04-29 21:44:18
121739,5834652,190019034_21854856689_241948,confirm,2017-04-29 23:31:36
114485,1410142,497059584_6541733598_14040,confirm,2017-04-30 00:30:21
14811,6275704,160809580_49240660193_862083,confirm,2017-04-30 01:39:52
87701,9883616,548044212_56863950666_381565,confirm,2017-04-30 09:49:55
17047,9893613,968128077_83192082542_623768,confirm,2017-04-30 11:50:55
48001,1721428,80471338_47391319822_617241,start,2017-04-30 13:27:28
19229,9978038,987964590_84103980902_331052,confirm,2017-04-30 13:55:01
17664,4370933,537358649_43969347012_72892,confirm,2017-04-30 15:46:36
57978,446547,660602508_28005713405_576483,confirm,2017-04-30 16:50:59
132481,8955423,825312259_69410771320_440665,start,2017-04-30 21:25:11
88919,6500787,913798640_36892336375_220382,start,2017-04-30 21:27:14
27281,37295,860974573_56720549903_835373,confirm,2017-04-30 21:36:24
129299,6005042,110509290_65780675794_198329,step_1,2017-04-30 21:38:57
135722,7698544,726395858_15021891449_765520,step_3,2017-04-30 21:46:52
127615,6776216,598269362_43931924921_452998,step_3,2017-04-30 21:49:53
115734,1431526,119818686_24032430448_1246,confirm,2017-04-30 21:50:16
35685,9288691,896768827_23832763649_978761,start,2017-04-30 21:52:17
128640,4138843,108500988_79780198274_257975,step_1,2017-04-30 22:05:22
72380,3271556,932355319_16831758176_964198,confirm,2017-04-30 22:11:49
97904,9434640,279050000_29533510281_314984,confirm,2017-04-30 22:29:55
89065,9123885,661561339_79824166498_221402,start,2017-04-30 22:34:14
48802,5645092,326929491_16957932787_156080,start,2017-04-30 22:48:18
136597,7873434,111389398_71419555371_190810,confirm,2017-04-30 23:02:33
139055,4400466,668452472_89444898205_382879,step_3,2017-04-30 23:04:48
97047,2091122,871192216_1017862007_174180,confirm,2017-04-30 23:25:09
83863,292768,889673938_76351070359_10311,start,2017-04-30 23:41:55
41633,5402972,989795424_84700610095_958376,step_3,2017-04-30 23:57:56
23710,8007865,104145193_36067138148_118971,start,2017-04-30 23:58:00
85783,4445887,651678458_10766295267_917790,confirm,2017-05-01 00:02:01
119129,3210373,686551105_11063016874_915831,confirm,2017-05-01 00:15:16
86004,5545425,192681882_51376282675_625945,confirm,2017-05-01 00:25:07
10219,7375067,829873605_73161322579_992530,confirm,2017-05-01 00:51:27
134040,8058142,333234616_92196923324_399074,confirm,2017-05-01 01:11:04
19980,6275704,641675532_60603862331_630426,start,2017-05-01 01:32:52
110301,6306786,199218831_45314925728_693550,start,2017-05-01 02:15:10
11406,6862397,825498721_6993828840_946256,confirm,2017-05-01 02:41:57
70494,5979445,363480852_10220678729_593468,confirm,2017-05-01 03:08:58
29983,549987,480693020_38503921740_775731,confirm,2017-05-01 03:24:29
70059,8684871,52084519_61244320045_104276,confirm,2017-05-01 04:17:04
10445,466526,407645752_21735731881_43029,confirm,2017-05-01 05:38:26
77519,1044267,546947035_11857015065_72389,start,2017-05-01 05:57:05
85824,842266,431772908_73638507552_328921,confirm,2017-05-01 06:12:58
94082,266497,377673079_43920118766_957062,start,2017-05-01 06:14:28
30223,5082650,88404524_18183766146_977158,step_3,2017-05-01 06:27:03
77515,1044267,446666995_71523701774_277934,start,2017-05-01 06:32:35
53142,2625271,43139229_56329183461_968537,confirm,2017-05-01 06:57:00
133462,9045868,12639236_7874620632_257445,start,2017-05-01 07:08:08
54195,2308847,144557330_8046524384_42743,start,2017-05-01 07:30:57
77530,2891068,221105806_55316389959_641598,start,2017-05-01 07:33:08
86486,1940048,204333484_8675428845_463407,confirm,2017-05-01 07:44:33
125743,1167117,65188384_43115879376_19153,step_3,2017-05-01 07:58:25
28917,2935751,559746708_11549579927_980063,start,2017-05-01 08:01:01
37603,3305488,713980008_11004444009_210950,start,2017-05-01 08:06:01
36843,2267878,392539089_322406168_934364,confirm,2017-05-01 08:15:42
29182,9269500,57564593_94265631247_406434,start,2017-05-01 08:17:59
37435,1951290,20351800_29292276186_805446,start,2017-05-01 08:22:02
45570,5262815,986838466_71068435010_128201,confirm,2017-05-01 08:25:09
110701,8797780,593944465_34982374190_329499,start,2017-05-01 08:38:12
118965,3383050,273462162_45748904260_571980,start,2017-05-01 08:39:54
21100,7516880,725806000_87966596487_670271,start,2017-05-01 08:39:55
94607,4237982,103587918_85812829742_55398,confirm,2017-05-01 08:49:37
62219,6209448,132359246_57632143681_53263,confirm,2017-05-01 08:55:15
45608,7225653,905216722_99080206729_939945,confirm,2017-05-01 09:00:05
29116,3852267,10024125_38177552152_999695,step_1,2017-05-01 09:03:51
78464,1781660,474106908_36579598647_619422,start,2017-05-01 09:07:24
54113,141591,639140238_35340520053_774371,step_1,2017-05-01 09:12:45
101498,7798262,147211973_9219947936_180810,start,2017-05-01 09:12:56
142906,4529653,650863577_39294172639_505034,confirm,2017-05-01 09:15:57
126898,7285965,357201081_13460377408_666151,confirm,2017-05-01 09:22:57
92765,9883616,221850354_34194766565_571363,start,2017-05-01 09:25:12
92788,6187815,121787017_13067762240_663867,confirm,2017-05-01 09:25:48
20084,3364212,916691447_33732603757_581977,confirm,2017-05-01 09:34:05
135167,4734110,514296408_66713091423_909943,step_3,2017-05-01 09:48:29
11985,7391082,306723127_35305630908_379539,confirm,2017-05-01 09:49:46
143116,5105759,448435396_17628500373_186516,step_3,2017-05-01 09:50:11
93099,7702214,312031691_57415625558_721815,step_2,2017-05-01 09:51:24
29752,4737705,479019706_51358067829_454970,step_3,2017-05-01 09:54:44
125475,8213284,383881259_35223663210_122042,confirm,2017-05-01 09:56:29
85512,7250188,707092098_73246318267_648226,start,2017-05-01 09:58:42
61326,539094,521433989_3249415403_641204,start,2017-05-01 10:00:36
62268,1503317,273391599_63876058514_680790,confirm,2017-05-01 10:02:35
135043,3265866,998555202_99309443624_692680,start,2017-05-01 10:08:11
109795,8251796,442931729_71738936184_530891,start,2017-05-01 10:09:03
142417,6526012,268793903_56257640829_739715,start,2017-05-01 10:13:19
60846,7683151,122893046_44886002207_867988,confirm,2017-05-01 10:14:04
102099,3678422,129395060_45891532416_968667,confirm,2017-05-01 10:14:30
13432,987596,601802815_59072702528_148710,start,2017-05-01 10:17:51
101742,8164122,220781360_72411111012_558676,start,2017-05-01 10:18:25
45005,6912156,197932222_66093298694_234796,start,2017-05-01 10:20:33
53389,5146873,888551540_31982802630_724974,start,2017-05-01 10:23:58
53047,6239306,84153714_73299412786_540388,confirm,2017-05-01 10:27:16
69380,6395285,548114744_5468487244_924189,start,2017-05-01 10:27:54
125262,292370,469953063_77134770601_276053,start,2017-05-01 10:30:55
13863,6631558,141015444_81839071248_149567,start,2017-05-01 10:32:43
44790,6966638,381216104_80184727275_606458,confirm,2017-05-01 10:48:04
78240,1401486,729115750_68331782004_287461,step_1,2017-05-01 10:49:19
36931,8609715,405203188_4586939881_748146,step_3,2017-05-01 10:53:57
77648,6986049,825217582_59697473281_107013,step_1,2017-05-01 10:54:25
53970,5529882,272798539_63445610137_558541,start,2017-05-01 10:58:29
92912,9805367,360147390_19361915121_112176,confirm,2017-05-01 11:01:50
126981,3959195,656620440_74995230282_726945,confirm,2017-05-01 11:03:59
134380,4224830,477425674_62657126733_909639,step_1,2017-05-01 11:09:25
110323,4859799,964748955_43897614293_223722,confirm,2017-05-01 11:10:15
13429,987596,505501294_80690060064_480284,step_1,2017-05-01 11:12:40
45251,4840910,554702862_32092252844_696870,step_1,2017-05-01 11:17:47
127005,4105875,734474802_98930641473_589275,step_3,2017-05-01 11:20:42
94238,1060354,431094174_88306248563_241788,start,2017-05-01 11:26:26
12217,6731654,690553993_34277370711_640665,start,2017-05-01 11:29:41
109544,3112429,186416486_7049218669_442062,confirm,2017-05-01 11:34:14
126848,6587114,515102222_82882261479_548236,confirm,2017-05-01 11:36:35
61075,4309105,734100822_41150771712_466014,step_3,2017-05-01 11:36:40
69405,3984593,182573578_20239214953_24331,confirm,2017-05-01 11:39:37
60939,5312309,839087618_62866770140_798180,confirm,2017-05-01 11:41:14
62718,6277287,291904069_16443518463_59898,step_3,2017-05-01 11:42:02
119203,5215138,58501541_5158874217_295951,confirm,2017-05-01 11:43:04
77264,4199402,975897260_56317035319_378184,confirm,2017-05-01 11:43:10
76724,5200954,785242615_70818277496_399645,confirm,2017-05-01 11:43:55
70208,3648550,617726231_69667337912_469275,confirm,2017-05-01 11:45:38
141704,7756202,400705390_65403969998_624005,confirm,2017-05-01 11:45:58
117519,2762642,95273663_20853010567_274566,confirm,2017-05-01 11:47:09
133365,4659108,25488534_72690888775_108088,confirm,2017-05-01 11:50:16
124865,7094658,797937584_69952648674_165558,confirm,2017-05-01 11:52:21
36173,7759102,269469274_98086096422_399918,step_3,2017-05-01 11:53:24
29147,7766714,885016810_694764088_381302,confirm,2017-05-01 12:03:19
12264,7717237,992413500_73590404193_617207,step_1,2017-05-01 12:10:01
10070,2356366,546754075_12659834765_179795,step_2,2017-05-01 12:11:32
126273,2089579,589072914_59493401157_995416,start,2017-05-01 12:12:04
29839,8365468,535047410_51310106047_447146,confirm,2017-05-01 12:12:40
61805,810784,377934460_15954321177_555007,start,2017-05-01 12:15:32
28249,3669767,104944548_40883139441_93173,confirm,2017-05-01 12:18:45
102665,2660247,206316342_40322890121_286068,start,2017-05-01 12:24:55
